Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,100.0,NUMBER_OF_COMPUTERS,1000,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,1000,COMPUTER_SELECTION_STRATEGY,3,number of jobs finished,1209,total execution time,118252.16717636862,total wait time,98498.18364034787,average wait time,81.47078878440684,average execute time,97.80989840890705   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,100.0,NUMBER_OF_COMPUTERS,10,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,10,COMPUTER_SELECTION_STRATEGY,3,number of jobs finished,563,total execution time,57797.679580111384,total wait time,1190852.9811915278,average wait time,2115.191796077314,average execute time,102.66017687408771   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,100.0,NUMBER_OF_COMPUTERS,100,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,100,COMPUTER_SELECTION_STRATEGY,3,number of jobs finished,1155,total execution time,117582.65481984409,total wait time,97891.63061132845,average wait time,84.75465853794671,average execute time,101.80316434618535   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,1000.0,NUMBER_OF_COMPUTERS,1000,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,1000,COMPUTER_SELECTION_STRATEGY,2,number of jobs finished,932,total execution time,749107.7845178737,total wait time,672294.7066717834,average wait time,721.3462517937589,average execute time,803.7637172938558   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,10.0,NUMBER_OF_COMPUTERS,10,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,10,COMPUTER_SELECTION_STRATEGY,1,number of jobs finished,594,total execution time,5987.963954040478,total wait time,557006.7091860092,average wait time,937.7217326363792,average execute time,10.080747397374541   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,25.0,SERVICE_TIME_MEAN,10.0,NUMBER_OF_COMPUTERS,10,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,10,COMPUTER_SELECTION_STRATEGY,1,number of jobs finished,242,total execution time,2378.516282825113,total wait time,1897.0253171450397,average wait time,7.838947591508428,average execute time,9.828579681095508   
Simulation length,80266.23811712026,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,1000.0,NUMBER_OF_COMPUTERS,10,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,10,COMPUTER_SELECTION_STRATEGY,1,number of jobs finished,1,total execution time,1847.1624386001604,total wait time,4246.401375089026,average wait time,4246.401375089026,average execute time,1847.1624386001604   
Simulation length,81596.97324798022,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,1000.0,NUMBER_OF_COMPUTERS,10,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,10,COMPUTER_SELECTION_STRATEGY,3,number of jobs finished,50,total execution time,47230.65802294356,total wait time,168497.7797827876,average wait time,3369.955595655752,average execute time,944.6131604588711   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,100.0,NUMBER_OF_COMPUTERS,100,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,100,COMPUTER_SELECTION_STRATEGY,2,number of jobs finished,1155,total execution time,114359.48389454253,total wait time,96228.01494818555,average wait time,83.3142986564377,average execute time,99.0125401684351   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,100.0,NUMBER_OF_COMPUTERS,1000,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,1000,COMPUTER_SELECTION_STRATEGY,2,number of jobs finished,1193,total execution time,116328.65407634428,total wait time,97949.78928104043,average wait time,82.1037630184748,average execute time,97.50934960297089   
Simulation length,80000.0,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,10.0,NUMBER_OF_COMPUTERS,100,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,100,COMPUTER_SELECTION_STRATEGY,1,number of jobs finished,585,total execution time,5976.422751399157,total wait time,574834.3039032801,average wait time,982.6227417150086,average execute time,10.216107267348987   
Simulation length,81745.73768910207,INTER_ARRIVAL_TIME_MEAN,5.0,SERVICE_TIME_MEAN,1000.0,NUMBER_OF_COMPUTERS,100,MEMORY_INSTALLED,100,MAX_QUEUE_SIZE,100,NUMBER_OF_COMPUTERS,100,COMPUTER_SELECTION_STRATEGY,2,number of jobs finished,542,total execution time,443525.5804377649,total wait time,447161.10765300656,average wait time,825.0204938247354,average execute time,818.3128790364666   
